0	5	8
1	3	17
2	7	18
3	1	26
4	8	4
5	8	14
6	0	15
7	7	26
8	4	0
9	4	2
10	2	21
11	1	25
12	6	17
13	5	11
14	5	19
15	2	29
16	6	14
17	4	14
18	6	16
19	8	17
20	6	22
21	2	19
22	2	6
23	2	28
24	1	10
25	5	22
26	7	10
27	0	0
28	0	23
29	5	25
30	1	8
31	9	23
32	2	3
33	9	5
34	2	14
35	4	14
36	8	29
37	0	20
44	2	22
45	1	2
46	7	15
47	3	15
48	5	4
49	2	26
50	0	22
51	4	8
52	1	10
53	1	10
54	6	22
55	8	17
56	4	20
57	7	11
58	8	23
59	8	4
60	6	29
61	6	5
62	2	9
63	6	5
64	4	13
65	9	8
66	5	19
67	3	0
68	9	7
69	2	24
70	6	28
71	6	20
72	0	9
73	7	26
74	1	1
75	3	2
76	1	12
77	8	29
78	8	18
79	1	5
80	2	1
81	2	20
82	8	15
83	2	15
84	8	8
85	1	19
86	4	22
87	3	14
88	1	29
89	0	5
90	8	17
91	9	14
92	1	14
93	8	12
94	5	8
95	8	6
96	3	28
97	0	4
98	1	25
99	4	14
100	0	24
101	9	20
102	5	29
103	0	29
104	2	11
105	4	0
106	8	18
107	7	16
108	3	20
109	1	16
110	6	8
111	8	22
112	7	11
113	2	4
114	2	6
115	4	26
116	4	15
117	1	28
118	4	17
119	4	25
120	1	12
121	5	14
122	4	4
123	8	23
124	4	15
125	8	15
126	2	28
127	0	26
128	9	13
129	2	9
130	4	25
131	4	29
132	2	1
133	8	22
134	3	24
135	3	4
136	7	11
137	2	3
138	4	15
139	3	26
140	7	12
141	1	17
142	3	8
143	2	9
144	5	25
145	6	27
146	4	22
147	4	29
148	6	11
149	3	9
150	3	11
151	1	3
152	1	11
153	8	20
154	9	6
155	3	1
156	2	1
157	5	24
158	7	23
159	6	25
160	6	1
161	6	24
162	0	2
163	4	17
164	1	17
165	1	9
166	1	0
167	3	0
168	1	17
169	3	16
170	3	19
171	3	11
172	1	18
173	8	6
174	3	0
175	6	25
176	2	20
177	9	6
178	3	7
179	4	13
180	5	22
181	3	3
182	8	0
183	9	12
184	6	20
185	5	0
186	6	5
187	2	29
188	1	11
189	5	26
190	8	10
191	8	13
192	2	27
193	4	7
194	7	22
195	6	0
196	8	21
197	3	4
198	7	12
199	4	5
200	4	15
201	1	18
202	6	7
203	4	10
204	3	28
205	2	23
206	4	18
207	9	2
208	4	25
209	5	8
210	2	18
211	7	26
212	1	19
213	5	19
214	9	1
215	7	16
216	2	0
217	7	2
218	3	23
219	5	22
220	9	12
221	1	27
222	6	12
223	7	2
224	2	18
225	2	27
226	1	20
227	0	15
228	5	21
229	9	17
230	3	28
231	5	2
232	1	8
233	6	12
234	9	16
235	2	6
236	7	26
237	7	27
238	7	3
239	0	9
240	0	17
241	1	12
242	8	29
243	1	25
244	2	12
245	6	22
246	4	14
247	8	25
248	0	6
249	6	27
250	4	27
251	1	2
252	9	1
253	2	21
254	4	16
255	8	19
256	5	29
257	9	23
258	3	11
259	0	14
260	4	29
261	3	28
262	3	2
262	8	13
263	0	11
263	8	17
264	3	9
264	9	26
265	1	26
265	8	23
266	0	5
266	7	15
267	9	21
267	3	18
268	9	8
268	5	22
269	3	20
269	6	23
270	4	20
270	0	0
271	8	17
271	7	22
272	5	16
272	6	7
273	1	27
273	1	7
274	8	4
274	1	0
275	5	6
275	2	27
276	6	16
276	7	25
277	9	11
277	5	9
278	7	20
278	9	29
279	0	21
279	9	9
280	2	15
280	4	0
281	4	15
281	3	23
282	2	28
282	4	18
283	5	0
283	3	13
284	8	2
284	9	8
285	2	10
285	7	7
286	1	18
286	2	12
287	0	19
287	2	29
288	2	29
288	8	3
289	6	14
289	0	21
290	8	27
290	3	23
291	4	8
291	0	18
292	1	18
292	9	18
293	7	22
293	1	0
294	6	5
294	1	22
295	3	3
295	1	13
296	3	21
296	9	29
297	2	3
297	7	2
298	5	9
298	0	8
299	9	2
299	0	14
300	0	19
300	1	18
301	0	24
301	0	7
302	5	27
302	4	0
303	8	6
303	2	8
304	5	29
304	4	19
305	3	14
305	1	27
306	5	29
306	6	16
307	6	20
307	0	26
308	9	11
308	9	22
309	3	23
309	0	6
310	9	22
310	1	8
311	6	2
311	4	12
312	4	18
312	3	10
313	9	26
313	1	24
314	5	16
314	0	4
315	1	29
315	1	19
316	2	7
316	6	11
317	2	4
317	3	7
318	2	19
318	9	10
319	8	26
319	3	17
320	5	10
320	4	16
321	7	16
321	3	2
322	5	3
322	9	12
323	2	29
323	7	16
324	7	10
324	4	5
325	9	4
325	7	3
326	6	24
326	2	11
327	0	23
327	6	4
328	9	11
328	6	16
329	5	15
329	9	14
330	1	28
330	3	16
331	3	27
331	7	0
332	8	23
332	7	23
333	7	14
333	6	19
334	0	17
334	7	4
335	7	5
335	5	9
336	2	14
336	8	13
337	7	16
337	6	17
338	0	11
338	5	28
339	7	18
339	6	20
340	3	20
340	4	4
341	2	6
341	1	10
342	0	7
342	7	8
343	0	18
343	7	24
344	5	16
344	6	15
345	3	3
345	6	20
346	8	29
346	4	25
347	7	25
347	5	29
348	2	24
348	4	0
349	5	2
349	7	12
350	1	21
350	6	1
351	7	6
351	6	18
352	8	26
352	3	28
353	6	10
353	5	17
354	5	6
354	6	21
355	3	28
355	5	10
356	4	29
356	2	19
357	8	11
357	4	23
358	3	19
358	6	12
359	6	19
359	3	21
360	0	12
360	4	22
361	3	10
361	0	15
362	1	16
362	1	11
363	7	10
363	4	5
364	6	27
364	4	16
365	5	23
365	4	15
366	9	4
366	1	22
367	6	8
367	5	1
368	5	13
368	2	11
369	8	10
