0	0	2
721	0	3
722	9	21
723	9	17
724	2	16
725	5	24
726	6	1
727	9	1
728	3	2
729	6	21
730	1	26
731	7	27
732	6	20
733	2	14
734	5	24
735	9	15
736	2	25
737	3	22
738	9	2
739	6	1
740	2	13
741	7	28
742	1	21
743	1	10
744	1	15
745	5	5
746	4	1
747	3	20
748	0	12
749	8	13
750	1	27
751	7	8
752	7	3
753	9	18
754	4	20
755	8	27
756	7	8
757	6	8
758	0	1
759	4	8
760	9	11
761	7	3
762	4	0
763	0	24
764	3	18
765	9	26
766	7	10
767	1	25
768	8	18
769	0	3
770	0	12
771	4	9
772	6	25
773	0	7
774	4	21
775	7	4
776	1	8
777	7	8
778	2	2
779	0	12
780	5	0
781	1	24
782	3	25
783	1	12
784	4	26
785	2	6
786	1	13
787	4	17
788	0	2
789	4	0
790	6	1
791	7	13
792	4	29
793	2	1
794	4	28
795	1	20
796	2	28
797	3	9
798	3	28
799	5	18
800	0	11
801	4	11
802	2	6
803	4	0
804	0	7
805	7	23
806	2	27
807	8	21
808	8	12
809	6	26
810	3	0
811	9	7
812	7	15
813	9	28
814	4	19
815	8	24
816	3	8
817	4	1
818	7	6
819	7	21
820	6	17
821	1	12
822	0	12
823	6	1
824	9	25
825	7	4
826	1	9
827	1	28
828	9	22
829	0	0
830	3	11
831	1	9
832	7	16
833	6	3
834	5	19
835	9	10
836	1	6
837	6	3
838	5	24
839	3	18
840	9	18
841	5	18
842	0	12
843	2	0
844	7	6
845	9	29
846	5	16
847	9	4
848	3	11
849	1	20
850	8	3
851	5	2
852	3	4
853	5	0
854	9	0
855	4	26
856	7	29
857	6	0
858	9	22
859	9	26
